,review,stars,title
200,Loved the fact I could use the book along with free code camp course to grasp the material. Great for beginners.,5.0 out of 5 stars,Python for Everybody: Exploring Data in Python 3
201,"The change was subtle at first; flipping each page and reading each line, day after day. It was when I reached the 6th chapter that the evolution moved from metal to a physical realization.  I prefer my sun drenched back porch to my cold office, my skin is segmented into hexagonal scales, and my wife loves the new fork in my tongue. Out of five dead mice, I give it a ten and that’s saying something because we are talking  breakfast, lunch, and dinner for at least a week.",5.0 out of 5 stars,Think Python: How to Think Like a Computer Scientist
202,"I liked that it seemed tailored to my needs where I'm at in my programming journey. I had previously read Python for Everybody and done most of the exercises there. The author of that book, Dr. Chuck, recommends this as a sequel to his book, for object-oriented practice, I believe, in the preface of P4E. Which is exactly what I'm getting out of it! What I noticed is that this book could be a good book for beginners, if you're not new to programming. There's nothing you cannot do. It's a dense dialectic, and seems like it was intended to be read, not skimmed. I haven't finished, so I don't know what a proper summary conclusion would be- as far as that didactic goes. Definitely has some insight, but I might have to study/take notes to remember.",5.0 out of 5 stars,Think Python: How to Think Like a Computer Scientist
203,"Personal betterment, in terms of learning new areas, gaining other knowledge, or enhancing other learning methods!",5.0 out of 5 stars,Think Python: How to Think Like a Computer Scientist
204,"Very effectively teaches the basics of Python and programming methodology.  I don't think I've read a better book for coding novices.  If you work through this book fully, including the exercises, you can go from zero to being a decent programmer very quickly.",5.0 out of 5 stars,Think Python: How to Think Like a Computer Scientist
205,"This is a fine book for someone who wants an introduction to Python programming. I think it is good for someone who is uncertain about what Python is all about. It will definitely give the reader an indication about the language and its structure.If you are looking to learn Python in-depth, this is not the book for you. However, if you want a survey of Python - what it can do, how it works (generally) - this is a good book.I like the easy-to-understand language used in this book.  The author does not make any assumptions about prior programming knowledge.The book just scratches the surface of Python. It runs though a large number of topics, touching each with just enough to give the reader an understanding of the bigger picture. However, it doesn't do a deep dive on any topic in particular.Overall, as a primer it's a great book. But be prepared to go deeper with other resources if you want to become even a good novice Python programmer.",5.0 out of 5 stars,Think Python: How to Think Like a Computer Scientist
206,"One of the best books I've read on programming so far. It's well written, easy to understand, very affordable, and there are some extra resources available to you as well, which I found really useful.The only caveat I would give is that this may not be the best choice for the math-averse, as many of the exercises involve dealing with math problems. I would not consider myself particularly mathematically inclined and can still get through them with some effort, and enjoy the challenge of learning something new and putting some long-unused brain cells to work, but it may be frustrating if you really hate math. There is always the option to skip exercises you don't like, of course.I definitely recommend this book to anyone interested in programming, or wanting to learn Python, beginners included. I had a little programming experience coming in, and breezed through the first few chapters, but the exercises quickly build in difficulty so even after a few chapters, I think all but quite experienced programmers will find some that are challenging and help you build proficiency in the language.",5.0 out of 5 stars,Think Python: How to Think Like a Computer Scientist
207,"When this book arrived, I turned to the chapter entitled ""Files"" and saw  that reading text files had already been introduced and this chapter would discuss writing text files and databases for the purpose of storing data created by a program so that it can pick up later where it left off.This sounds like a sadly limited description of the capabilities of such a flexible and powerful language.  Or does Python really live in its own little world?I'm an old geezer in a hurry, looking for a computer language that will read existing binary files whose unicode names are provided from the Windows command line.  It doesn't sound like much to ask, but every computer language I know has one or another problem doing it.  Dare I hope that Python can be cajoled into meeting these simple requirements, and I can learn how by buying another book, or should I look for another language?",3.0 out of 5 stars,Think Python: How to Think Like a Computer Scientist
208,Great starter book with a refresher of object oriented-programming C++I will be ordering the 2nd edition by thr same author.,5.0 out of 5 stars,Think Python: How to Think Like a Computer Scientist
209,"With a thousand free Python tutorials available online, you don't really need to spend a chunk of change on a programming text book. That being said, I purchased this book for a Python class I took in university. I definitely enjoyed it, it is well written and very helpful.",4.0 out of 5 stars,Think Python: How to Think Like a Computer Scientist
210,"The good:This is a wonderfully written book. Having programed for several decades, I was surprised by how much I enjoyed a introductory programing book. This book blends in concepts of how to solve problems while introducing python. The progression of python was done excellently with non-trivial insightful examples.The bad:I only gripe I have about my current copy of the book is that there were several pages missing! The 4 star is for these missing pages. Otherwise, this product deserves a 5 star for what it accomplishes.The temporary fix:As others have noted, this book is available online and I was able to read the missing pages there!",4.0 out of 5 stars,Think Python: How to Think Like a Computer Scientist
211,This guide ID perfect if you want to learn to program with Python and never used it before. Here you will find all the basic information to become an expert on this!!,5.0 out of 5 stars,Python Programming for Beginners: Python Programming Creak Course to Get Python Coding Well & Quick
212,These books are well written. Easy to follow instructions with detailed content containing step by step photos to go along with instructions. An excellent source of information in using Python,5.0 out of 5 stars,Python Programming for Beginners: Python Programming Creak Course to Get Python Coding Well & Quick
213,This book is very informative and useful. It is well written and easy to understand. I liked this guide and would recommend it to anyone who wants to learn how to understand the basics. It is worth reading.,5.0 out of 5 stars,Python Programming for Beginners: Python Programming Creak Course to Get Python Coding Well & Quick
214,"This book is enlightening. I genuinely appreciated perusing this book. Much obliged to you, creator for all the awesome data. Much thanks to you to such an extent.",5.0 out of 5 stars,Python Programming for Beginners: Python Programming Creak Course to Get Python Coding Well & Quick
215,"This is an excellent introduction to Python. All of the principles will be familiar if you've previously coded, but even if you're new to programming, I believe you'll be able to follow along with this book.",5.0 out of 5 stars,Python Programming for Beginners: Python Programming Creak Course to Get Python Coding Well & Quick
216,"this book is terrible, there are typos and i haven't got past the first Hello World program yet as syntax they give doesn't work, the explanations don't make sense and its not coherent in any form. Wish I could return it.",1.0 out of 5 stars,Python Programming for Beginners: Python Programming Creak Course to Get Python Coding Well & Quick
217,"dreadful book , looks like its been photocopied and has no illustrations",1.0 out of 5 stars,Python Programming for Beginners: Python Programming Creak Course to Get Python Coding Well & Quick
218,Yes there is Python code. God knows what the purpose of the code is. It is not to construct a winning trading system. I wish I could get my money back.,1.0 out of 5 stars,Python for Algorithmic Trading: From Idea to Cloud Deployment
219,predicting price is not solved in theory and many people claim that  is not possible.  On the other hand books gives you a miracle: several lines of the code. only.. In my opinion person should be held responsible ...,1.0 out of 5 stars,Python for Algorithmic Trading: From Idea to Cloud Deployment
220,"Meawhile I've read lots of books from O'Reilly and - frankly - all of them were great so far. This book, being the one with the most thrilling topic that I ever bought, does not convince me completely:PROS:+ The author gives very nice and concise python examples to quickly get a foot into this field.+ The structure of the book and the accompanying code snips are quite logical and understandable.CONS:- Might be a personal taste, but the author keeps citing himself again and again, which is a bit annoying and feels somewhat biased. If you search for ""Hilpisch"" throughout the book, you will surely find >100 matches, because the author VERY OBVIOUSLY likes to cite his previous books (which I haven't read)!- The book could have have twice as many pages, given the hot topic it covers. Obviously, there are other Hilpisch books that might cover these topics (thanks for the references), but for the genuine reader it would be much more valuable to explain certain concepts roughly in a few paragraphs, instead of referencing the author's other books or suggesting to lookup stuff on Wikipedia (Logistic Regression).Overall I would say the book is good but not great. Maybe its short nature should be a motivation for experimenting on our own? Let's see...",3.0 out of 5 stars,Python for Algorithmic Trading: From Idea to Cloud Deployment
221,"I've read a few books from O'Reilly in that past and have generally enjoyed them. What I expected in this case was a thorough introduction to some of the core Python packages for algorithmic trading and a rundown of how the author thinks they should be integrated into a larger trading system. I was a disappointed to find only a short discussion of the capabilities of the oanda and FXCM packages and thought the authors suggested trading system to be, at times, contradictory.Also, given the wealth of prediction algorithms available in Python, I expected a more systematic review of such algorithms and some associated insights. However, only a handfull of algorithms were up for discussion and let's just say that they left a lot to the imagination. The discussion of backtesting was also largely simplified and ignored many of the real-world practicalities that have the potential to adversely affect the outcome.The lack of quality editing is glaringly obvious. The structure of the chapters changes around quite frequently. Some have an introduction, some don't. Some have discussions after testing concepts, some dont. And some are mainly just code and output. Also, many figures are illegible and typos are quite common. The overall feel is that the author either lost interest or the book became increasingly rushed as time went on.If you want a superficial overview of some up to date technologies with code that you can blindly copy then get this book. After reading from cover to cover I don't think it was worth the money.",2.0 out of 5 stars,Python for Algorithmic Trading: From Idea to Cloud Deployment
222,"4* if you don't have Python for Finance second edition by same author. Otherwise a lot of the content is recycled. But still valuebale and useful, and code nicely shared in Jupyter Notebooks on GitHub.",3.0 out of 5 stars,Python for Algorithmic Trading: From Idea to Cloud Deployment
223,"L'autore mette troppa carne al fuoco, alcune bistecche le brucia e poi le porta in tavola mettendole dalla parte non carbonizzata, altre se le dimentica per strada magari qualche lettore amante del genere crudista le considera alta cucina. Libro scritto sapientemente per vendere della programmazione in codice python apparentemente elegante ma in realta' inutile, nessuno dei sistemi di trading qui riportati e' realmente in grado di generare profitto. Autore molto abile nel riportare dei risultati stabilianti, probabilmente ha ottimizzato alcuni parametri per performare bene sulle serie storiche che utlizza, ma se usate il codice su dati futuri otterrete solo una perdita di tempo, e anche di soldi se siete cosi sprovveduti da investirli in questo modo. Se pero' siete completamente digiuni di python questo libro potrebbe essere per voi uno stimolo a studiare questo linguaggio di programmazione, o meglio a comprare libri migliori per imparare la programmazione, e suggerisco di andare in una libreria reale dove i libri si possono sfogliare e leggere.Magari si potrebbe informare i lettori prima di effettuare l'acquisto anziche' lasciarlo intendere quando si passa meta' del libro. E qui viene il bello: Amazon rimuove i commenti negativi, fateci caso quando acquistare qualcosa, leggete bene i commenti negativi, noterete che troppi sono stati rimossi per influenzare all'acquisto. Vediamo se la censura di Amazon rimuove anche questa recensione negativa che dice la verita'.",1.0 out of 5 stars,Python for Algorithmic Trading: From Idea to Cloud Deployment
224,"Very basic introduction to the topic. Covers specific apis as opposed to general problems (design patterns etc). A book should take you from basics to advanced, this one does not.",2.0 out of 5 stars,Python for Algorithmic Trading: From Idea to Cloud Deployment
225,"When you are creating a theory or create model with machine learning, it is absolutely crusial that you test your theory or model on data you haven't seen, inorder to have theoritcal garantees.The Authors completely failed to understand this problem. With every training step the validation accuracy decreased of their deep learning model, while their training accuracy was getting higher. A machine learning beginner would know that your model is overfitting.... and getting worse with every step....Why are all books on financial forcasting just so pure..... this book is also really bad ""Machine Learning for Algorithmic Trading: Predictive models to extract signals from market and alternative data for systematic trading strategies with Python, 2nd"" Why can't financial people read a little bit literature before writing a book ...",2.0 out of 5 stars,Python for Algorithmic Trading: From Idea to Cloud Deployment
226,"In this book, the author gives a link to a Github repository for this book claiming that it contains the answers for the practice solutions at the end of each chapter as well as other code files from the chapters - it does not. There are maybe 3 files total in the Github repository. This is something that should have been completed and ready to go with publication. The first few chapters are pretty vague and don't go too deep into explanation so it's difficult to tell if you're coding correctly when there aren't any solutions for the practice problems. I contacted No Starch Press about this and they said they would contact the author and I never heard anything back after that.",2.0 out of 5 stars,Python for Data Science: A Hands-On Introduction
227,"I am a huge fan of No Starch Press, but this book is by far the worst I’ve purchased! There is a reason the publisher stopped selling it on their website shortly after its release. The book reads like it was written at the deadline; the writing is sloppy and lazy. The support files standard with every other title, are missing and the author is unreachable.Avoid this title!!!!",1.0 out of 5 stars,Python for Data Science: A Hands-On Introduction
228,Most books on deep learning start simply enough but quickly turn into graduate-level math textbooks after a chapter or two.  Ron created a true practical guidebook that will get you running sophisticated analysis without all of the theoretical background.  Code examples produce graphical output and simple statistics that help the reader understand what they are doing and develop the intuition to compare different methods.,5.0 out of 5 stars,Practical Deep Learning: A Python-Based Introduction
229,I bought this book hoping to learn Deep Learning.Unfortunately I found this book to be Neither Practical nor useful.I own this author's both the books.Both of them are duds.The author merely starts the applications and leave them there without taking even one of them from beginning to end. This does not help.Any author who writes a book on Deep Learning should take at least one application (PLEASE leave out the IRIS data set!) from beginning to end to benefit the readers who pay a lot of money.What this author provides in his book is easily available online for free.,1.0 out of 5 stars,Practical Deep Learning: A Python-Based Introduction
230,"Last year I started my first project assignment on deep learning, and puzzled my way through it using Stack Overflow. It was a disjointed and somewhat awkward way to learn, but I did in fact get a lot of the basics. However, when I saw this book I suddenly realized it was past time to do some proper reading and learning on the topic, and fired off an order. Reading it now gives a series of 'oh yeah', and 'aha' moments, as it connects up various loose ends I'd come across and never properly registered. It's written in a semi-conversational style that is similar to how you'd get information from a co-worker, if you had a co-worker that was knowledgeable in deep learning. For example, it has a style where there's an occasional contra-example given to show what something ISN'T, alongside what it IS. I didn't have any such co-worker, but if I'd had this book instead of just stack overflow it would have been a big help. Highly recommended if your learning style is anecdotal, informal and driven by hands-on results.",5.0 out of 5 stars,Practical Deep Learning: A Python-Based Introduction
231,"Excelente material, sumamente pedagógico, bien estructurado, claro y conciso. La vara de entrada es saber programar en Python y conocer los fundamentos de NumPy.",5.0 out of 5 stars,Practical Deep Learning: A Python-Based Introduction
232,"Gentle introduction if you already know another language (eg sql, R). Clear explanations, color diagrams, good content.",5.0 out of 5 stars,Murach's Python for Data Analysis (Training & Reference)
233,This is a fun book for beginners and experienced data scientists.,5.0 out of 5 stars,Murach's Python for Data Analysis (Training & Reference)
234,"I read Murach's Python for Data Analysis because I work with database administration and data analysis. I am trying to learn more about using about tools to perform the analysis and Python is being used many shops. I had previously used Spyder as a Python IDE, but was not aware of using Juypter Lab as an IDE. Section 2 was entitled “The critical skills for success on the job” and had chapters on obtaining data, cleaning it, preparing it and then analyzing the data. There was information in the chapters that was good for all levels of professionals from beginners to intermediate levels. The explanations of working with Data Frames and JSON data was very helpful. Cleaning data is one of the trickiest parts of data science and there is a chapter on that subject that covers many different data issues including missing data and invalid values. In the analysis sections of the book, you will see how to use regular Python code. You will also get a good introduction to using Pandas, Scikit-Learn and Seaborn libraries. I have worked with linear regression in R and was interested to see how to do the analysis with Python. Chapter 10 dives into this subject and gives thorough coverage of it. Chapter 11 works with multiple regression models which is a fairly advanced and useful technique. Section 4 contains four different cases studies, one per chapter. Each case study is very thorough and gives the readers a lot of details and shows how Python is used in the cases.There are appendices of the book for Windows and MacOS that show how to set up an Anaconda environment so you can work with Python including the Spyder and Juypter “tools”.",5.0 out of 5 stars,Murach's Python for Data Analysis (Training & Reference)
235,"I’ve been looking for a book like Murach’s Python for Data Analysis for a long time, and I was delighted to find that one had been recently published.  What sets the book apart from other books that I’ve found on data analysis with Python is that Python for Data Analysis covers all aspects of the process.  It’s a thorough book on how to download data from websites into python and how to visualize the data in a tabular display or graphical using typical add-on libraries such a Panda and Seaborn.  Unlike some other books on data analysis with Python, the explanations of how to perform data analysis are thorough rather than terse or with no explanations.The book also shows the use of the Python development interface Juypter Notebooks, which allows you to execute Python statements individually without the use of a debugger, so it’s a simple way to work through the examples one at a time.  You can download all of the examples in the book from the publisher’s website along with additional exercises and solutions.Lastly, there are several case studies so you can practice a complete project and compare to the case study solutions that are also provided.",5.0 out of 5 stars,Murach's Python for Data Analysis (Training & Reference)
236,"I have been coding with Python for a number of years now.  I purchased this book with a very specific topic in mind, which this book seemed to cover from looking at the online table of contents.  When I received the book, I immediately turned to the targeted section and began reading.  Not only did it answer my question, the author's style of writing compelled me to continue reading.  I was able to gain the understanding that I needed and received an additional perspective on some related topics.  I highly recommend this book if you have been coding long enough to be familiar with the basics of Python, as the author suggests.  This is an excellent book!",5.0 out of 5 stars,Robust Python: Write Clean and Maintainable Code
237,"I’m in a bit of a weird bucket of developer: I’ve written a bunch of python, but only ever as side projects no-one ever viewed. I’ve written a lot of code, but not really read books on clean code (or, at least, started and never finished them). I really enjoyed this book as a result: short, clear, practical lessons, light on the theory, and aimed at making code better.I’m not convinced that reading this e.g. gave me a coherent and complete philosophy around code that I expect some other books would, but the fact that I finished this one, and it’ll almost certainly make my python better, means it was more useful.",5.0 out of 5 stars,Robust Python: Write Clean and Maintainable Code
238,"Loved the simplicity and applicability of this book.  It helps teach tools to transition your code from student-level to production-level.  My only suggestion would be more elaboration on the Pydantic library (a discussion of BaseModels, not just the data classes).",5.0 out of 5 stars,Robust Python: Write Clean and Maintainable Code
239,"The information is so good when you look to improve your python code, the chapters are clear and concise, definitively I recommend this book.",5.0 out of 5 stars,Robust Python: Write Clean and Maintainable Code
240,"This is a really unique and useful book. The highlight for me was the first section of the book which focuses on all the details and uses of type annotations with Python. It does a wonderful job explaining how to fully utilize the typing library and mypy for type checking.The end of the book gave a lot of great suggestions on testing and testing libraries which I was completely unaware of, but I now think they're extremely useful (hypothesis and mutmut in particular).",5.0 out of 5 stars,Robust Python: Write Clean and Maintainable Code
241,I learned a lot of useful advices and ideas for writing softwares from this book. It also introduces a lot of good libraries.,5.0 out of 5 stars,Robust Python: Write Clean and Maintainable Code
242,"Ce livre est ok si vous ne connaissez rien aux concepts car c’est une première introduction. Dans le cas contraire, si vous avez déjà des notions, vous allez être déçu car il ne traite aucun sujet en profondeur, excepté le typage qui est largement détaillé  et occupe la moitié du livre.",2.0 out of 5 stars,Robust Python: Write Clean and Maintainable Code
243,"This book is a great resource to learn about spark. It covers in detail the concepts related to the Spark architecture, theoretical concepts about parallelization and topics related to optimizing analytical pipelines running on Spark. The book has a very nice section about the delta lake. Also covers MLflow yup a good level of detail, more like a complement to the docs. The section on machines learning includes theoretical explanations on how some ML algorithms change when running then parallely, as MLlib does.I used the book as an extra study resource when taking some Databricks certifications. It was a great addition to my study materials.",5.0 out of 5 stars,Learning Spark: Lightning-Fast Data Analytics
244,"It was easy to follow the book. The setup of Spark shell was also clearly written. I also find the instructions online to install spark locally to be sufficient as well. The book is well organized to delineate different components of Spark, e.g. intro, structured api, streaming, optimizations, data lake, ml deployment options. While ML deployment needs for individual business use cases are highly specific, I find the overview deployment framework provided by the book to be helpful. I also liked that the book uses screenshots of Spark UI and arrows to point in the screenshots to explain the UI, since the UI can be hard to understand. The code samples and the graphics in other sections are useful as well. There’s also coverage on how to connect to different apps, like beeline (which I’ve never heard of), tableau, thrift. Overall, the book contains solid information on the inner workings of Spark. I would recommend giving this book a read!",5.0 out of 5 stars,Learning Spark: Lightning-Fast Data Analytics
245,Da buenos ejemplos sea en Scala y python aunque no siempre están en python el lenguaje Scala es similar (como un Java python). Sugiere que si quieres practicar utiliza databricks si no quieres instalar nada on-premise o si gusta instala spark utilizando wsl de Windows o una máquina virtual con Linux.,5.0 out of 5 stars,Learning Spark: Lightning-Fast Data Analytics
246,This book is a must read for anyone trying to learn Spark in the big data environment.,5.0 out of 5 stars,Learning Spark: Lightning-Fast Data Analytics
247,Maybe recommended to people who have never used Spark before; but not to anyone who has any experience with. Simply too basic and covers everything superficially.,2.0 out of 5 stars,Learning Spark: Lightning-Fast Data Analytics
248,Nice book if you really want to work hands on without having to worry about internals of spark.,5.0 out of 5 stars,Learning Spark: Lightning-Fast Data Analytics
249,Very clear in explaining the architecture of Spark and its capabilities to the beginner/intermediate reader.,4.0 out of 5 stars,Learning Spark: Lightning-Fast Data Analytics
250,"I really did feel like I learned something. The book covered a lot of ground with good quality examples. And it was well written, even if it was a little dry.",5.0 out of 5 stars,Learning Spark: Lightning-Fast Data Analytics
251,"I'm a software engineer who knows his way through SQL, mostly running queries/transforms on Postgres and Redshift. The majority of my background is in building and supporting services. Having no background knowledge in Spark, I was looking for a book that explains the fundamental concepts, helps me get up running, and helps me expand my toolkit for working with ""big data"".I was able to follow along in this book fairly easily. Working on a MacBook, I did have to first install Scala, download Spark, enable Spark in IntelliJ, etc. I didn't have trouble with this as it was fairly straightforward. With my environment set up, I found the book presents every code sample in Scala and Python. I worked through the code samples, chapter by chapter, writing Scala in IntelliJ or sometimes writing Scala in the Spark CLI itself.I did take a detour from the book slightly to learn a bit more about sbt, which is the Scala build tool.For a beginner such as myself, this book is a God send, but I do wish the authors approached some things differently.In my opinion, some topics are covered in a very ""hand-wavy"" manner. For example, Chapter 4 discusses managed vs. unmanaged tables. While knowing this difference exists is helpful for the reader, the authors never discuss when you should use a managed table or an unmanaged table. They could have included that information or pointed the user to some external source. This part of Chapter 4 then shows sample code on how to create a managed table from a CSV file. However, it's not clear what should I do with that information. What are the patterns applicable to a managed table vs. unmanaged table? What are the trade-offs? Being a beginner book, I still feel the authors could have written even just 1 page, which would add significant value to this section.Sometimes the book will share some interesting tidbit but using terminology or concepts that the authors haven't really described. I found this very frustrating. For example:> (Chapter 4, page 92) ... you can create multiple SparkSessions within a single Spark application—this can be handy, for example, in cases where you want to access (and combine) data from two different SparkSessions that don’t share the same Hive metastore configurations.If you search for mentions Hive, you see the authors briefly mentioned Spark uses a Hive metastore to persist table metadata. So are the authors saying I can use one Spark installation and access table metadata from different Hive metastores? Why would I ever want to access only the metadata for different tables? Again – the use case isn't clear.As a beginner, I found this book very valuable, and I believe it is a great investment.",5.0 out of 5 stars,Learning Spark: Lightning-Fast Data Analytics
252,"The foreword and preface to this book comment that an update to the first edition, published in 2015, was long overdue. After all, the first edition makes use of Apache Spark 1.3.0, whereas this update makes use of Apache Spark 3.0.0-preview2 (the latest version available at the time of writing). For the most part, I successfully ran all notebook code out of the box using Databricks Runtime 7.6 ML (includes Apache Spark 3.0.1, Scala 2.12), albeit minor issues are explained later in this review alongside my resolutions to these. I was, however, able to successfully run all standalone PySpark applications from chapters #2 and #3 out of the box using Apache Spark 3.0.1 and Python 3.7.9. As explained, the approach used here is intended to be conductive to hands-on learning, but with a focus on Spark's Structured APIs, so there are a few topics that aren't covered, such as the following: the older low-level Resilient Distributed Dataset (RDD) APIs, GraphX (Spark's API for graphs and graph-parallel computation), how to extend Spark's Catalyst optimizer, how to implement your own catalog, and how to write your own DataSource V2 data sinks and sources.Content is broken down into 12 chapters: (1) ""Introduction to Apache Spark: A Unified Analytics Engine"", (2) ""Downloading Apache Spark and Getting Started"", (3) ""Apache Spark's Structured APIs"", (4) ""Spark SQL and DataFrames: Introduction to Built-in Data Sources"", (5) ""Spark SQL and DataFrames: Interacting with External Data Sources"", (6) ""Spark SL and Datasets"", (7) ""Optimizing and Tuning Spark Applications"", (8) ""Structured Streaming"", (9) ""Building Reliable Data Lakes with Apache Spark"", (10) ""Machine Learning with MLlib"", (11) ""Managing, Deploying, and Scaling Machine Learning Pipelines with Apache Spark"", and (12) ""Epilogue: Apache Spark 3.0"". The longest chapter is chapter #8, followed closely behind by chapters #3, #4, #5, and #10, and the most notebooks are provided for chapters #10 and #11, although this is largely due to individual notebooks dedicated to a variety of topics. This book is the fourth of four related books I've worked through, a couple years after the earlier three: ""Spark: The Definitive Guide"" (2018), ""High Performance Spark: Best Practices for Scaling and Optimizing Apache Spark"" (2017), and ""Practical Hive: A Guide to Hadoop's Data Warehouse System"" (2016). As I mentioned in an earlier review, if you are new to Apache Spark, these four texts will help enable your going in the right direction, although keep in mind that the related tech stack is evolving and you will obviously need to supplement this material with web documentation and developer forums, as well as to get hands-on with the tooling. Reading the earlier three books in opposite order of publication date enabled exposure to more current material sooner rather than later, but this was largely just a coincidence. Now that this new book is available, I recommend working through this one first. While I wouldn't discount ""Spark: The Definitive Guide"", because it provides content not in this new book and I personally think it flows better, use it very judiciously because it was created using the Spark 2.0.1 APIs.The only notebooks I wasn't able to successfully run out of the box are constrained to chapter #11. In notebook 11-3 (""Distributed Inference""), 11-5 (""Joblib""), and 11-7 (""Koalas""), FileNotFoundErrors were generated when attempting to use Pandas to read from CSV or Parquet files using ""read_csv()"" and ""read_parquet()"", respectively. In taking a look at what the community had to say, I discovered that this is a known issue, so I replaced these Pandas statements with ""spark.read.option(...).csv(""..."") and ""spark.read.option(...).parquet(""..."") instead, respectively, subsequently converting to Pandas using ""toPandas()"". In looking at the documentation, Pandas 1.0.1 is installed on both the CPU and GPU clusters for the aforementioned Databricks Runtime (the latest non-beta currently available). In notebook 11-3 (""Distributed Inference""), the following PythonException was generated when attempting to execute a ""mapInPandas()"" statement that uses a mix of numeric data types in the schema argument: ""pyarrow.lib.ArrowInvalid: Could not convert 3.0 with type str: tried to convert to double"". In the absence of decent community guidance, and because this statement is solely used for display purposes, I simply converted all of these data types to ""STRING"". According to the documentation, Pyarrow 1.0.1 is installed on both the CPU and GPU clusters for the aforementioned Databricks Runtime. I personally got the most value out of chapters #7 and #8. Chapter #7 covers optimizing and tuning Spark for efficiency, caching and persistence of data, Spark joins, and inspecting the Spark UI. Chapter #8 covers evolution of the Apache Spark stream processing engine, the programming model of Structured Streaming, the fundamentals of a Structured Streaming query, streaming data sources and sinks, data transformations, stateful streaming aggregations, streaming joins, arbitrary stateful computations, and performance tuning. In particular, I especially appreciated the sections on the two most common Spark join strategies (the broadcast hash join and shuffle sort merge join), the Spark UI, stateful streaming aggregations, and streaming joins. Well recommended for anyone making use of Spark.",5.0 out of 5 stars,Learning Spark: Lightning-Fast Data Analytics
253,"Pros:- Doesn't bog you down with the details of how many of these algorithms work.- The book provides high level overviews of what various libraries will for you.Cons:- The book builds on itself, so it does not function at all as a reference. The authors have deliberately used OOP methods to create their own classes inheriting functionality from various ML libraries.- Because of the above, you can't skip forward to a section on topic modeling for example, because there are about 500 lines worth of code that you have to define in order to make use of the functions listed around page 100 (as an example.)-It's hard to tell what each line of code is doing if you're not already very experienced with python. The authors do not explain classes, methods, inheritance or polymorphism, let alone simpler topics like list comprehensions to the reader.Bottom line, it's a very informative read, but it is not very plug & play. You have to be committed to doing things their way or else you won't be able to use code later supplied. The authors are kind enough to list the page numbers where a given function was previously delineated, but keep in mind, you're both learning how established NLP libraries work, as well as how the authors think you should blend them together into complex objects.However, if you'd like to understand less about how these APIs work and more about how they can ""connect"" with one another in depth, this book is for you. Just be mindful that this book requires a lot of effort up front, and if that's not you, then you probably won't get maximum value out of it.",4.0 out of 5 stars,Applied Text Analysis with Python: Enabling Language-Aware Data Products with Machine Learning
254,"In a hot summer evening when I did book browsing at Barnes and Noble, I found this book and immediately liked it. Due to the relative large price difference, I did not bought it at the bookstore but ordered a copy from Amazon. I am a mathematician and semi-physicist by training and data scientist by vocation, and I never enjoy reading technical books except when I have to for work-related studies (I enjoy theoretical books such as Lectures on Quantum Mechanics or Group Theory in a Nutshell for Physicists or etc.) But let me say I do enjoy reading this book.  This book gives a very good introduction to fundamental concepts of natural language processing (NLP) as well as a survey of current NLP landscape (formulations, NLP libraries, applications, etc.). It is also hands-on. Good books of such kind should never be too long (A long book usu. = collection of stuff you can find by Googling). I am glad this book is not too long (300-ish  pages), so you can read end to end and not miss every single idea of the authors'.  What is particularly appreciated (from my perspective) is that the book has several chapters on the cutting edge NLP methodology (e.g. knowledge graph approach to NLP, chatbot design princples, etc.) Thanks for the good work of the authors!",5.0 out of 5 stars,Applied Text Analysis with Python: Enabling Language-Aware Data Products with Machine Learning
255,"I’d put myself more in the realm of domain specialist with an interest of how text mining tools could be practically leveraged.  The alphabet soup of frameworks and models to text minimum can be confounding.... as unstructured text tends to be for us looking for clearer insights.The authors do an great job of taking you through key concepts and applications, all anchored in Python code (and later some examples from Spark environments).  While the code does require some attention to work through if you are not primarily a programmer, they are worth pondering over.To get the full value out of the book, its most worth working live through some of the sample code and libraries.  Many of you (as I was) probably will not be able to do this in the first run.  But I certainly see this as a resource book I will come back to, once I get more deeply into certain domain applications.If anything, this is helpful to make sense of bridging some of the Babalesque that can happen when data science teams gear up for applied text analysis.",5.0 out of 5 stars,Applied Text Analysis with Python: Enabling Language-Aware Data Products with Machine Learning
256,"Very few of the code examples work right off the page; even the code on their github site requires a lot of changes in order to get it to run. This was one of two textbooks for a Data Mining graduate course and I avoided it like the plague. It got to the point that when we had assignments from this book I would just skim the subject matter and then go google what I needed. Another reviewer wrote that it's good for the experienced programmer. I would agree, but would add an experienced programmer with a lot of free time. However most of the other students in my class are NOT experienced programmers. All this book as done is cause frustration and a fear of the coding side of Data Science. I would implore the authors to revisit the code examples both in the book and on their github site.",1.0 out of 5 stars,Applied Text Analysis with Python: Enabling Language-Aware Data Products with Machine Learning
257,Exactly what I needed. Thank you.,5.0 out of 5 stars,Applied Text Analysis with Python: Enabling Language-Aware Data Products with Machine Learning
258,"It is a very easy read with invaluable insights to basic to intermediate NLP concepts and code snippets. I really liked the fact that a number of relevant libraries were discussed, such as spacy, gensim and the good ol' nltk. Note that this is not an advanced book, but light years ahead of most tutorials or 'recipe' book you see everyday.",5.0 out of 5 stars,Applied Text Analysis with Python: Enabling Language-Aware Data Products with Machine Learning
